"Bowling_Team","Bowler","Season","Stadium","Runs","Wickets","Balls","Batting_Team","Average","Economy"
"Punjab Kings","Rusty Theron",2010,"Feroz Shah Kotla",11,1,12,"All",11,5.5
"Punjab Kings","Rusty Theron",2010,"Himachal Pradesh Cricket Association Stadium",75,2,48,"All",37.5,9.375
"Punjab Kings","Rusty Theron",2010,"MA Chidambaram Stadium",17,2,24,"All",8.5,4.25
"Punjab Kings","Rusty Theron",2010,"Punjab Cricket Association Stadium",25,0,24,"All",Inf,6.25
"Punjab Kings","Rusty Theron",2010,"Sawai Mansingh Stadium",23,0,12,"All",Inf,11.5
"Punjab Kings","Ryan Harris",2011,"Eden Gardens",13,0,12,"All",Inf,6.5
"Punjab Kings","Ryan Harris",2011,"Feroz Shah Kotla",48,0,24,"All",Inf,12
"Punjab Kings","Ryan Harris",2011,"Himachal Pradesh Cricket Association Stadium",79,5,66,"All",15.8,7.18181818181818
"Punjab Kings","Ryan Harris",2011,"Holkar Cricket Stadium",42,1,24,"All",42,10.5
"Punjab Kings","Ryan Harris",2011,"M Chinnaswamy Stadium",38,3,24,"All",12.6666666666667,9.5
"Punjab Kings","Ryan Harris",2011,"Punjab Cricket Association Stadium",98,4,84,"All",24.5,7
"Punjab Kings","Ryan Harris",2011,"Rajiv Gandhi International Stadium",31,1,24,"All",31,7.75
"Punjab Kings","Ryan Harris",2011,"Wankhede Stadium",33,2,24,"All",16.5,8.25
"Punjab Kings","Ryan Harris",2012,"Himachal Pradesh Cricket Association Stadium",43,3,48,"All",14.3333333333333,5.375
"Punjab Kings","Ryan Harris",2012,"M Chinnaswamy Stadium",21,1,12,"All",21,10.5
"Punjab Kings","Ryan Harris",2012,"Punjab Cricket Association Stadium",66,4,48,"All",16.5,8.25
"Punjab Kings","Ryan Harris",2013,"Punjab Cricket Association Stadium",30,0,24,"All",Inf,7.5
"Punjab Kings","Ryan Harris",2013,"Sawai Mansingh Stadium",30,0,24,"All",Inf,7.5
"Punjab Kings","Ryan Harris",2013,"Subrata Roy Sahara Stadium",12,1,24,"All",12,3
"Punjab Kings","Ryan McLaren",2011,"Dr DY Patil Sports Academy",26,1,18,"All",26,8.66666666666667
"Punjab Kings","Ryan McLaren",2011,"Himachal Pradesh Cricket Association Stadium",24,0,12,"All",Inf,12
"Punjab Kings","Ryan McLaren",2011,"M Chinnaswamy Stadium",40,1,24,"All",40,10
"Punjab Kings","Ryan McLaren",2011,"Punjab Cricket Association Stadium",55,1,36,"All",55,9.16666666666667
"Punjab Kings","Ryan McLaren",2011,"Rajiv Gandhi International Stadium",33,2,18,"All",16.5,11
"Punjab Kings","Sam Curran",2019,"Feroz Shah Kotla",34,0,22,"All",Inf,9.27272727272727
"Punjab Kings","Sam Curran",2019,"MA Chidambaram Stadium",35,0,24,"All",Inf,8.75
"Punjab Kings","Sam Curran",2019,"Punjab Cricket Association IS Bindra Stadium",148,7,104,"All",21.1428571428571,8.53846153846154
"Punjab Kings","Sam Curran",2019,"Sawai Mansingh Stadium",52,2,24,"All",26,13
"Punjab Kings","Sam Curran",2019,"Wankhede Stadium",54,1,24,"All",54,13.5
"Punjab Kings","Sandeep Sharma",2013,"Himachal Pradesh Cricket Association Stadium",62,5,48,"All",12.4,7.75
"Punjab Kings","Sandeep Sharma",2013,"M Chinnaswamy Stadium",36,0,24,"All",Inf,9
"Punjab Kings","Sandeep Sharma",2013,"Punjab Cricket Association Stadium",21,3,24,"All",7,5.25
"Punjab Kings","Sandeep Sharma",2014,"Barabati Stadium",69,1,48,"All",69,8.625
"Punjab Kings","Sandeep Sharma",2014,"Dubai International Cricket Stadium",15,3,18,"All",5,5
"Punjab Kings","Sandeep Sharma",2014,"Feroz Shah Kotla",35,3,24,"All",11.6666666666667,8.75
"Punjab Kings","Sandeep Sharma",2014,"M Chinnaswamy Stadium",25,3,24,"All",8.33333333333333,6.25
"Punjab Kings","Sandeep Sharma",2014,"Punjab Cricket Association Stadium",37,0,18,"All",Inf,12.3333333333333
"Punjab Kings","Sandeep Sharma",2014,"Rajiv Gandhi International Stadium",65,1,24,"All",65,16.25
"Punjab Kings","Sandeep Sharma",2014,"Sharjah Cricket Stadium",26,1,24,"All",26,6.5
"Punjab Kings","Sandeep Sharma",2014,"Sheikh Zayed Stadium",21,3,24,"All",7,5.25
"Punjab Kings","Sandeep Sharma",2014,"Wankhede Stadium",61,3,37,"All",20.3333333333333,9.89189189189189
"Punjab Kings","Sandeep Sharma",2015,"Eden Gardens",35,0,24,"All",Inf,8.75
"Punjab Kings","Sandeep Sharma",2015,"Feroz Shah Kotla",10,0,18,"All",Inf,3.33333333333333
"Punjab Kings","Sandeep Sharma",2015,"M Chinnaswamy Stadium",41,2,24,"All",20.5,10.25
"Punjab Kings","Sandeep Sharma",2015,"MA Chidambaram Stadium",32,0,24,"All",Inf,8
"Punjab Kings","Sandeep Sharma",2015,"Maharashtra Cricket Association Stadium",74,6,72,"All",12.3333333333333,6.16666666666667
"Punjab Kings","Sandeep Sharma",2015,"Punjab Cricket Association Stadium",88,3,66,"All",29.3333333333333,8
"Punjab Kings","Sandeep Sharma",2015,"Rajiv Gandhi International Stadium",33,0,24,"All",Inf,8.25
"Punjab Kings","Sandeep Sharma",2015,"Sardar Patel Stadium",25,1,24,"All",25,6.25
"Punjab Kings","Sandeep Sharma",2015,"Wankhede Stadium",12,1,24,"All",12,3
"Punjab Kings","Sandeep Sharma",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",40,3,48,"All",13.3333333333333,5
"Punjab Kings","Sandeep Sharma",2016,"Eden Gardens",25,0,24,"All",Inf,6.25
"Punjab Kings","Sandeep Sharma",2016,"Feroz Shah Kotla",6,1,12,"All",6,3
"Punjab Kings","Sandeep Sharma",2016,"M Chinnaswamy Stadium",29,1,18,"All",29,9.66666666666667
"Punjab Kings","Sandeep Sharma",2016,"Punjab Cricket Association IS Bindra Stadium",205,8,150,"All",25.625,8.2
"Punjab Kings","Sandeep Sharma",2016,"Rajiv Gandhi International Stadium",30,1,24,"All",30,7.5
"Punjab Kings","Sandeep Sharma",2016,"Saurashtra Cricket Association Stadium",31,1,24,"All",31,7.75
"Punjab Kings","Sandeep Sharma",2017,"Eden Gardens",28,0,18,"All",Inf,9.33333333333333
"Punjab Kings","Sandeep Sharma",2017,"Feroz Shah Kotla",41,1,24,"All",41,10.25
"Punjab Kings","Sandeep Sharma",2017,"Holkar Cricket Stadium",98,3,66,"All",32.6666666666667,8.90909090909091
"Punjab Kings","Sandeep Sharma",2017,"M Chinnaswamy Stadium",22,3,24,"All",7.33333333333333,5.5
"Punjab Kings","Sandeep Sharma",2017,"Maharashtra Cricket Association Stadium",12,0,12,"All",Inf,6
"Punjab Kings","Sandeep Sharma",2017,"Punjab Cricket Association IS Bindra Stadium",80,6,72,"All",13.3333333333333,6.66666666666667
"Punjab Kings","Sandeep Sharma",2017,"Rajiv Gandhi International Stadium",35,1,24,"All",35,8.75
"Punjab Kings","Sandeep Sharma",2017,"Saurashtra Cricket Association Stadium",40,2,24,"All",20,10
"Punjab Kings","Sandeep Sharma",2017,"Wankhede Stadium",42,1,24,"All",42,10.5
"Punjab Kings","Sandeep Sharma",2022,"Dr DY Patil Sports Academy",54,0,48,"All",Inf,6.75
"Punjab Kings","Sandeep Sharma",2022,"Maharashtra Cricket Association Stadium",18,1,24,"All",18,4.5
"Punjab Kings","Sandeep Sharma",2022,"Wankhede Stadium",81,1,48,"All",81,10.125
"Punjab Kings","Sarfaraz Khan",2019,"Punjab Cricket Association IS Bindra Stadium",6,0,2,"All",Inf,18
"Punjab Kings","Shalabh Srivastava",2010,"Barabati Stadium",39,1,24,"All",39,9.75
"Punjab Kings","Shalabh Srivastava",2010,"Brabourne Stadium",27,1,24,"All",27,6.75
"Punjab Kings","Shalabh Srivastava",2010,"Eden Gardens",35,0,18,"All",Inf,11.6666666666667
"Punjab Kings","Shalabh Srivastava",2010,"Himachal Pradesh Cricket Association Stadium",36,0,24,"All",Inf,9
"Punjab Kings","Shalabh Srivastava",2010,"MA Chidambaram Stadium",25,0,18,"All",Inf,8.33333333333333
"Punjab Kings","Shalabh Srivastava",2010,"Punjab Cricket Association Stadium",93,4,54,"All",23.25,10.3333333333333
"Punjab Kings","Shalabh Srivastava",2011,"Feroz Shah Kotla",46,0,24,"All",Inf,11.5
"Punjab Kings","Shalabh Srivastava",2011,"Himachal Pradesh Cricket Association Stadium",69,4,42,"All",17.25,9.85714285714286
"Punjab Kings","Shalabh Srivastava",2011,"Holkar Cricket Stadium",34,1,24,"All",34,8.5
"Punjab Kings","Shalabh Srivastava",2011,"Punjab Cricket Association Stadium",37,3,30,"All",12.3333333333333,7.4
"Punjab Kings","Shardul Thakur",2015,"Feroz Shah Kotla",38,1,18,"All",38,12.6666666666667
"Punjab Kings","Sheldon Cottrell",2020,"Dubai International Cricket Stadium",104,4,78,"All",26,8
"Punjab Kings","Sheldon Cottrell",2020,"Sharjah Cricket Stadium",52,1,18,"All",52,17.3333333333333
"Punjab Kings","Sheldon Cottrell",2020,"Zayed Cricket Stadium",20,1,24,"All",20,5
"Punjab Kings","Shivam Sharma",2014,"Feroz Shah Kotla",32,0,24,"All",Inf,8
"Punjab Kings","Shivam Sharma",2014,"M Chinnaswamy Stadium",26,2,24,"All",13,6.5
"Punjab Kings","Shivam Sharma",2014,"Punjab Cricket Association Stadium",32,0,24,"All",Inf,8
"Punjab Kings","Shivam Sharma",2014,"Rajiv Gandhi International Stadium",31,1,24,"All",31,7.75
"Punjab Kings","Shivam Sharma",2015,"Sardar Patel Stadium",44,1,18,"All",44,14.6666666666667
"Punjab Kings","Sreesanth",2008,"Eden Gardens",33,2,24,"All",16.5,8.25
"Punjab Kings","Sreesanth",2008,"Feroz Shah Kotla",33,0,18,"All",Inf,11
"Punjab Kings","Sreesanth",2008,"M Chinnaswamy Stadium",16,2,24,"All",8,4
"Punjab Kings","Sreesanth",2008,"MA Chidambaram Stadium",29,2,24,"All",14.5,7.25
"Punjab Kings","Sreesanth",2008,"Punjab Cricket Association Stadium",218,9,144,"All",24.2222222222222,9.08333333333333
"Punjab Kings","Sreesanth",2008,"Rajiv Gandhi International Stadium",33,1,24,"All",33,8.25
"Punjab Kings","Sreesanth",2008,"Sawai Mansingh Stadium",38,1,19,"All",38,12
"Punjab Kings","Sreesanth",2008,"Wankhede Stadium",42,2,30,"All",21,8.4
"Punjab Kings","Sreesanth",2009,"De Beers Diamond Oval",37,1,24,"All",37,9.25
"Punjab Kings","Sreesanth",2009,"Kingsmead",67,2,48,"All",33.5,8.375
"Punjab Kings","Sreesanth",2009,"New Wanderers Stadium",10,0,12,"All",Inf,5
"Punjab Kings","Sreesanth",2009,"OUTsurance Oval",20,2,24,"All",10,5
"Punjab Kings","Sreesanth",2009,"SuperSport Park",58,1,30,"All",58,11.6
"Punjab Kings","Sreesanth",2010,"Barabati Stadium",51,0,24,"All",Inf,12.75
"Punjab Kings","Sreesanth",2010,"M Chinnaswamy Stadium",38,0,18,"All",Inf,12.6666666666667
"Punjab Kings","Sreesanth",2010,"Punjab Cricket Association Stadium",58,3,54,"All",19.3333333333333,6.44444444444444
"Punjab Kings","Sreesanth",2010,"Sawai Mansingh Stadium",40,0,18,"All",Inf,13.3333333333333
"Punjab Kings","Swapnil Singh",2016,"Eden Gardens",29,0,18,"All",Inf,9.66666666666667
"Punjab Kings","Swapnil Singh",2017,"Holkar Cricket Stadium",36,1,24,"All",36,9
"Punjab Kings","Swapnil Singh",2017,"Maharashtra Cricket Association Stadium",6,0,6,"All",Inf,6
"Punjab Kings","Swapnil Singh",2017,"Punjab Cricket Association IS Bindra Stadium",19,0,12,"All",Inf,9.5
"Punjab Kings","T Natarajan",2017,"Holkar Cricket Stadium",39,1,24,"All",39,9.75
"Punjab Kings","T Natarajan",2017,"M Chinnaswamy Stadium",15,0,6,"All",Inf,15
"Punjab Kings","T Natarajan",2017,"Punjab Cricket Association IS Bindra Stadium",39,1,28,"All",39,8.35714285714286
"Punjab Kings","T Natarajan",2017,"Saurashtra Cricket Association Stadium",22,0,18,"All",Inf,7.33333333333333
"Punjab Kings","Thisara Perera",2015,"Feroz Shah Kotla",22,0,12,"All",Inf,11
"Punjab Kings","Thisara Perera",2015,"Maharashtra Cricket Association Stadium",33,1,24,"All",33,8.25
"Punjab Kings","Vaibhav Arora",2022,"Brabourne Stadium",86,2,60,"All",43,8.6
"Punjab Kings","Vaibhav Arora",2022,"Dr DY Patil Sports Academy",35,0,23,"All",Inf,9.1304347826087
"Punjab Kings","Vaibhav Arora",2022,"Maharashtra Cricket Association Stadium",43,1,24,"All",43,10.75
"Punjab Kings","Varun Aaron",2017,"Eden Gardens",23,1,12,"All",23,11.5
"Punjab Kings","Varun Aaron",2017,"Feroz Shah Kotla",45,2,24,"All",22.5,11.25
"Punjab Kings","Varun Aaron",2017,"Holkar Cricket Stadium",21,2,24,"All",10.5,5.25
"Punjab Kings","Varun Aaron",2017,"M Chinnaswamy Stadium",28,0,24,"All",Inf,7
"Punjab Kings","Varun Aaron",2017,"Punjab Cricket Association IS Bindra Stadium",46,2,36,"All",23,7.66666666666667
"Punjab Kings","Varun Chakravarthy",2019,"Eden Gardens",35,1,18,"All",35,11.6666666666667
"Punjab Kings","Vikram Singh",2008,"Eden Gardens",28,2,24,"All",14,7
"Punjab Kings","Vikram Singh",2008,"Feroz Shah Kotla",33,0,12,"All",Inf,16.5
"Punjab Kings","Vikram Singh",2008,"M Chinnaswamy Stadium",33,1,24,"All",33,8.25
"Punjab Kings","Vikram Singh",2008,"MA Chidambaram Stadium",35,1,24,"All",35,8.75
"Punjab Kings","Vikram Singh",2008,"Punjab Cricket Association Stadium",187,7,144,"All",26.7142857142857,7.79166666666667
"Punjab Kings","Vikram Singh",2008,"Rajiv Gandhi International Stadium",34,0,24,"All",Inf,8.5
"Punjab Kings","Vikram Singh",2008,"Wankhede Stadium",70,0,36,"All",Inf,11.6666666666667
"Punjab Kings","Vikram Singh",2009,"Kingsmead",22,1,12,"All",22,11
"Punjab Kings","Vikram Singh",2009,"Newlands",24,0,30,"All",Inf,4.8
"Punjab Kings","Vikram Singh",2009,"SuperSport Park",36,0,12,"All",Inf,18
"Punjab Kings","Vikram Singh",2010,"Himachal Pradesh Cricket Association Stadium",40,0,18,"All",Inf,13.3333333333333
"Punjab Kings","Vikramjeet Malik",2009,"Kingsmead",64,2,42,"All",32,9.14285714285714
"Punjab Kings","Vikramjeet Malik",2009,"Newlands",11,0,6,"All",Inf,11
"Punjab Kings","Vikramjeet Malik",2009,"St George's Park",23,0,24,"All",Inf,5.75
"Punjab Kings","Vikramjeet Malik",2010,"Brabourne Stadium",21,0,12,"All",Inf,10.5
"Punjab Kings","Vikramjeet Malik",2010,"Himachal Pradesh Cricket Association Stadium",23,1,13,"All",23,10.6153846153846
"Punjab Kings","Vikramjeet Malik",2010,"Punjab Cricket Association Stadium",18,0,18,"All",Inf,6
"Punjab Kings","Vikramjeet Malik",2011,"Rajiv Gandhi International Stadium",13,0,12,"All",Inf,6.5
"Punjab Kings","Wilkin Mota",2008,"Punjab Cricket Association Stadium",24,1,12,"All",24,12
"Punjab Kings","Wilkin Mota",2008,"Sawai Mansingh Stadium",12,0,6,"All",Inf,12
"Punjab Kings","Wilkin Mota",2009,"De Beers Diamond Oval",26,1,24,"All",26,6.5
"Punjab Kings","Wilkin Mota",2009,"Kingsmead",11,1,18,"All",11,3.66666666666667
"Punjab Kings","Wilkin Mota",2009,"New Wanderers Stadium",18,0,6,"All",Inf,18
"Punjab Kings","Wilkin Mota",2009,"OUTsurance Oval",6,1,6,"All",6,6
"Punjab Kings","Yusuf Abdulla",2009,"Kingsmead",150,10,102,"All",15,8.82352941176471
"Punjab Kings","Yusuf Abdulla",2009,"Newlands",40,3,30,"All",13.3333333333333,8
"Punjab Kings","Yusuf Abdulla",2009,"St George's Park",33,1,24,"All",33,8.25
"Punjab Kings","Yusuf Abdulla",2009,"SuperSport Park",18,0,12,"All",Inf,9
"Punjab Kings","Yusuf Abdulla",2010,"M Chinnaswamy Stadium",36,0,17,"All",Inf,12.7058823529412
"Punjab Kings","Yusuf Abdulla",2010,"Punjab Cricket Association Stadium",30,1,24,"All",30,7.5
"Punjab Kings","Yuvraj Singh",2008,"MA Chidambaram Stadium",8,0,6,"All",Inf,8
"Punjab Kings","Yuvraj Singh",2008,"Punjab Cricket Association Stadium",63,1,36,"All",63,10.5
"Punjab Kings","Yuvraj Singh",2008,"Wankhede Stadium",12,2,12,"All",6,6
"Punjab Kings","Yuvraj Singh",2009,"De Beers Diamond Oval",11,0,6,"All",Inf,11
"Punjab Kings","Yuvraj Singh",2009,"Kingsmead",59,3,48,"All",19.6666666666667,7.375
"Punjab Kings","Yuvraj Singh",2009,"New Wanderers Stadium",13,3,24,"All",4.33333333333333,3.25
"Punjab Kings","Yuvraj Singh",2009,"Newlands",9,0,12,"All",Inf,4.5
"Punjab Kings","Yuvraj Singh",2009,"OUTsurance Oval",14,0,6,"All",Inf,14
"Punjab Kings","Yuvraj Singh",2009,"St George's Park",22,0,12,"All",Inf,11
"Punjab Kings","Yuvraj Singh",2009,"SuperSport Park",14,0,12,"All",Inf,7
"Punjab Kings","Yuvraj Singh",2010,"Barabati Stadium",21,2,24,"All",10.5,5.25
"Punjab Kings","Yuvraj Singh",2010,"Feroz Shah Kotla",14,1,24,"All",14,3.5
"Punjab Kings","Yuvraj Singh",2010,"Himachal Pradesh Cricket Association Stadium",29,1,18,"All",29,9.66666666666667
"Punjab Kings","Yuvraj Singh",2010,"M Chinnaswamy Stadium",18,0,12,"All",Inf,9
"Punjab Kings","Yuvraj Singh",2010,"MA Chidambaram Stadium",18,1,12,"All",18,9
"Punjab Kings","Yuvraj Singh",2010,"Punjab Cricket Association Stadium",52,0,48,"All",Inf,6.5
"Punjab Kings","Yuvraj Singh",2018,"Eden Gardens",13,0,6,"All",Inf,13
"Punjab Kings","Yuvraj Singh",2018,"Punjab Cricket Association IS Bindra Stadium",10,0,6,"All",Inf,10
"Rajasthan Royals","Aaron Finch",2010,"Eden Gardens",5,0,7,"All",Inf,4.28571428571429
"Rajasthan Royals","Abhishek Jhunjhunwala",2010,"Brabourne Stadium",27,0,12,"All",Inf,13.5
"Rajasthan Royals","Abhishek Jhunjhunwala",2010,"MA Chidambaram Stadium",18,0,12,"All",Inf,9
"Rajasthan Royals","Abhishek Jhunjhunwala",2010,"Sardar Patel Stadium",18,0,7,"All",Inf,15.4285714285714
"Rajasthan Royals","Abhishek Jhunjhunwala",2010,"Sawai Mansingh Stadium",6,0,6,"All",Inf,6
"Rajasthan Royals","Abhishek Raut",2009,"De Beers Diamond Oval",13,0,6,"All",Inf,13
"Rajasthan Royals","Abhishek Raut",2009,"OUTsurance Oval",10,0,6,"All",Inf,10
"Rajasthan Royals","Abhishek Raut",2009,"St George's Park",7,0,6,"All",Inf,7
"Rajasthan Royals","Abhishek Raut",2009,"SuperSport Park",6,0,6,"All",Inf,6
"Rajasthan Royals","Abhishek Raut",2011,"Punjab Cricket Association Stadium",8,0,6,"All",Inf,8
"Rajasthan Royals","Adam Voges",2010,"Eden Gardens",16,0,6,"All",Inf,16
"Rajasthan Royals","Adam Voges",2010,"Feroz Shah Kotla",9,0,6,"All",Inf,9
"Rajasthan Royals","Adam Voges",2010,"Punjab Cricket Association Stadium",12,0,12,"All",Inf,6
"Rajasthan Royals","Adam Voges",2010,"Sardar Patel Stadium",22,0,24,"All",Inf,5.5
"Rajasthan Royals","Adam Voges",2010,"Sawai Mansingh Stadium",17,0,6,"All",Inf,17
"Rajasthan Royals","Aditya Dole",2010,"Sawai Mansingh Stadium",70,3,42,"All",23.3333333333333,10
"Rajasthan Royals","Aditya Dole",2010,"Vidarbha Cricket Association Stadium",42,2,24,"All",21,10.5
"Rajasthan Royals","Ajit Chandila",2012,"Rajiv Gandhi International Stadium",20,1,24,"All",20,5
"Rajasthan Royals","Ajit Chandila",2012,"Sawai Mansingh Stadium",66,4,60,"All",16.5,6.6
"Rajasthan Royals","Ajit Chandila",2013,"M Chinnaswamy Stadium",21,0,24,"All",Inf,5.25
"Rajasthan Royals","Ajit Chandila",2013,"MA Chidambaram Stadium",16,1,18,"All",16,5.33333333333333
"Rajasthan Royals","Ajit Chandila",2013,"Punjab Cricket Association Stadium",24,1,24,"All",24,6
"Rajasthan Royals","Ajit Chandila",2013,"Sawai Mansingh Stadium",95,4,84,"All",23.75,6.78571428571429
"Rajasthan Royals","Akash Singh",2021,"Zayed Cricket Stadium",39,0,24,"All",Inf,9.75
"Rajasthan Royals","Amit Singh",2009,"De Beers Diamond Oval",25,1,18,"All",25,8.33333333333333
"Rajasthan Royals","Amit Singh",2009,"Kingsmead",28,4,45,"All",7,3.73333333333333
"Rajasthan Royals","Amit Singh",2009,"OUTsurance Oval",23,0,18,"All",Inf,7.66666666666667
"Rajasthan Royals","Amit Singh",2009,"SuperSport Park",19,4,24,"All",4.75,4.75
"Rajasthan Royals","Amit Singh",2011,"Eden Gardens",7,0,6,"All",Inf,7
"Rajasthan Royals","Amit Singh",2011,"Rajiv Gandhi International Stadium",35,3,24,"All",11.6666666666667,8.75
"Rajasthan Royals","Amit Singh",2011,"Sawai Mansingh Stadium",153,5,129,"All",30.6,7.11627906976744
"Rajasthan Royals","Amit Singh",2011,"Wankhede Stadium",20,1,12,"All",20,10
"Rajasthan Royals","Amit Singh",2012,"Eden Gardens",29,1,24,"All",29,7.25
"Rajasthan Royals","Amit Singh",2012,"Feroz Shah Kotla",41,2,24,"All",20.5,10.25
"Rajasthan Royals","Amit Singh",2012,"M Chinnaswamy Stadium",43,2,23,"All",21.5,11.2173913043478
"Rajasthan Royals","Amit Singh",2012,"MA Chidambaram Stadium",45,0,24,"All",Inf,11.25
"Rajasthan Royals","Amit Singh",2012,"Sawai Mansingh Stadium",123,3,78,"All",41,9.46153846153846
"Rajasthan Royals","Amit Singh",2012,"Wankhede Stadium",29,2,24,"All",14.5,7.25
"Rajasthan Royals","Amit Uniyal",2010,"Brabourne Stadium",41,2,24,"All",20.5,10.25
"Rajasthan Royals","Amit Uniyal",2010,"Sardar Patel Stadium",25,0,12,"All",Inf,12.5
"Rajasthan Royals","Andrew Tye",2020,"Sharjah Cricket Stadium",50,1,24,"All",50,12.5
"Rajasthan Royals","Ankeet Chavan",2011,"Holkar Cricket Stadium",10,0,6,"All",Inf,10
"Rajasthan Royals","Ankeet Chavan",2011,"Wankhede Stadium",17,0,24,"All",Inf,4.25
"Rajasthan Royals","Ankeet Chavan",2012,"Eden Gardens",32,0,20,"All",Inf,9.6
"Rajasthan Royals","Ankeet Chavan",2012,"Feroz Shah Kotla",31,1,24,"All",31,7.75
"Rajasthan Royals","Ankeet Chavan",2012,"Punjab Cricket Association Stadium",32,0,18,"All",Inf,10.6666666666667
"Rajasthan Royals","Ankeet Chavan",2012,"Sawai Mansingh Stadium",80,5,66,"All",16,7.27272727272727
"Rajasthan Royals","Ankeet Chavan",2012,"Subrata Roy Sahara Stadium",20,0,12,"All",Inf,10
"Rajasthan Royals","Ankeet Chavan",2012,"Wankhede Stadium",41,1,24,"All",41,10.25
"Rajasthan Royals","Ankeet Chavan",2013,"Eden Gardens",28,1,18,"All",28,9.33333333333333
"Rajasthan Royals","Ankeet Chavan",2013,"Sawai Mansingh Stadium",10,0,18,"All",Inf,3.33333333333333
"Rajasthan Royals","Ankeet Chavan",2013,"Wankhede Stadium",25,0,18,"All",Inf,8.33333333333333
"Rajasthan Royals","Ankit Rajpoot",2020,"Dubai International Cricket Stadium",50,1,30,"All",50,10
"Rajasthan Royals","Ankit Rajpoot",2020,"Sharjah Cricket Stadium",39,1,24,"All",39,9.75
"Rajasthan Royals","Ankit Rajpoot",2020,"Zayed Cricket Stadium",110,0,48,"All",Inf,13.75
"Rajasthan Royals","Ankit Sharma",2014,"JSCA International Stadium Complex",20,2,24,"All",10,5
"Rajasthan Royals","Ankit Sharma",2014,"Sardar Patel Stadium",23,2,24,"All",11.5,5.75
"Rajasthan Royals","Ankit Sharma",2015,"MA Chidambaram Stadium",31,1,24,"All",31,7.75
"Rajasthan Royals","Ankit Sharma",2015,"Maharashtra Cricket Association Stadium",28,0,18,"All",Inf,9.33333333333333
"Rajasthan Royals","Ankit Sharma",2015,"Sardar Patel Stadium",26,1,18,"All",26,8.66666666666667
"Rajasthan Royals","Ankit Sharma",2015,"Wankhede Stadium",29,1,24,"All",29,7.25
"Rajasthan Royals","Ankit Sharma",2018,"Sawai Mansingh Stadium",11,0,6,"All",Inf,11
"Rajasthan Royals","Anureet Singh",2018,"Eden Gardens",10,0,6,"All",Inf,10
"Rajasthan Royals","Anureet Singh",2018,"Holkar Cricket Stadium",20,1,12,"All",20,10
"Rajasthan Royals","Anureet Singh",2018,"Sawai Mansingh Stadium",12,0,6,"All",Inf,12
"Rajasthan Royals","Ashok Menaria",2011,"MA Chidambaram Stadium",13,0,6,"All",Inf,13
"Rajasthan Royals","Ashok Menaria",2011,"Punjab Cricket Association Stadium",7,0,6,"All",Inf,7
