"Bowling_Team","Bowler","Batting_Team","Runs","Wickets","Balls","Season","Stadium","Average","Economy"
"Punjab Kings","Chris Jordan","Kolkata Knight Riders",86,2,66,"All","All",43,7.81818181818182
"Punjab Kings","Chris Jordan","Mumbai Indians",32,1,18,"All","All",32,10.6666666666667
"Punjab Kings","Chris Jordan","Rajasthan Royals",44,1,21,"All","All",44,12.5714285714286
"Punjab Kings","Chris Jordan","Royal Challengers Bangalore",51,2,42,"All","All",25.5,7.28571428571428
"Punjab Kings","Chris Jordan","Sunrisers Hyderabad",17,3,24,"All","All",5.66666666666667,4.25
"Punjab Kings","David Hussey","Chennai Super Kings",57,1,48,"All","All",57,7.125
"Punjab Kings","David Hussey","Deccan Chargers",16,2,12,"All","All",8,8
"Punjab Kings","David Hussey","Delhi Capitals",33,1,30,"All","All",33,6.6
"Punjab Kings","David Hussey","Kolkata Knight Riders",33,0,18,"All","All",Inf,11
"Punjab Kings","David Hussey","Mumbai Indians",44,0,18,"All","All",Inf,14.6666666666667
"Punjab Kings","David Hussey","Royal Challengers Bangalore",9,0,12,"All","All",Inf,4.5
"Punjab Kings","Deepak Hooda","Delhi Capitals",29,0,24,"All","All",Inf,7.25
"Punjab Kings","Deepak Hooda","Kolkata Knight Riders",20,1,12,"All","All",20,10
"Punjab Kings","Deepak Hooda","Mumbai Indians",24,1,24,"All","All",24,6
"Punjab Kings","Deepak Hooda","Rajasthan Royals",37,0,12,"All","All",Inf,18.5
"Punjab Kings","Deepak Hooda","Royal Challengers Bangalore",13,0,6,"All","All",Inf,13
"Punjab Kings","Deepak Hooda","Sunrisers Hyderabad",22,0,24,"All","All",Inf,5.5
"Punjab Kings","Dimitri Mascarenhas","Kolkata Knight Riders",57,1,48,"All","All",57,7.125
"Punjab Kings","Dimitri Mascarenhas","Pune Warriors",48,6,48,"All","All",8,6
"Punjab Kings","Dimitri Mascarenhas","Sunrisers Hyderabad",25,0,24,"All","All",Inf,6.25
"Punjab Kings","Fabian Allen","Kolkata Knight Riders",38,0,24,"All","All",Inf,9.5
"Punjab Kings","Fabian Allen","Mumbai Indians",30,0,18,"All","All",Inf,10
"Punjab Kings","Fabian Allen","Sunrisers Hyderabad",22,1,24,"All","All",22,5.5
"Punjab Kings","Gagandeep Singh","Deccan Chargers",70,2,42,"All","All",35,10
"Punjab Kings","Gagandeep Singh","Kolkata Knight Riders",43,1,24,"All","All",43,10.75
"Punjab Kings","Gagandeep Singh","Royal Challengers Bangalore",28,0,18,"All","All",Inf,9.33333333333333
"Punjab Kings","Glenn Maxwell","Chennai Super Kings",56,1,36,"All","All",56,9.33333333333333
"Punjab Kings","Glenn Maxwell","Delhi Capitals",71,2,66,"All","All",35.5,6.45454545454545
"Punjab Kings","Glenn Maxwell","Gujarat Lions",21,1,12,"All","All",21,10.5
"Punjab Kings","Glenn Maxwell","Kolkata Knight Riders",83,2,48,"All","All",41.5,10.375
"Punjab Kings","Glenn Maxwell","Mumbai Indians",51,1,48,"All","All",51,6.375
"Punjab Kings","Glenn Maxwell","Rajasthan Royals",44,0,24,"All","All",Inf,11
"Punjab Kings","Glenn Maxwell","Rising Pune Supergiants",18,0,18,"All","All",Inf,6
"Punjab Kings","Glenn Maxwell","Royal Challengers Bangalore",139,3,90,"All","All",46.3333333333333,9.26666666666667
"Punjab Kings","Glenn Maxwell","Sunrisers Hyderabad",120,3,78,"All","All",40,9.23076923076923
"Punjab Kings","Gurkeerat Singh Mann","Chennai Super Kings",22,0,18,"All","All",Inf,7.33333333333333
"Punjab Kings","Gurkeerat Singh Mann","Gujarat Lions",8,0,6,"All","All",Inf,8
"Punjab Kings","Gurkeerat Singh Mann","Kolkata Knight Riders",25,2,24,"All","All",12.5,6.25
"Punjab Kings","Gurkeerat Singh Mann","Rising Pune Supergiants",15,2,12,"All","All",7.5,7.5
"Punjab Kings","Gurkeerat Singh Mann","Sunrisers Hyderabad",27,1,18,"All","All",27,9
"Punjab Kings","Hardus Viljoen","Delhi Capitals",61,3,42,"All","All",20.3333333333333,8.71428571428571
"Punjab Kings","Hardus Viljoen","Kolkata Knight Riders",36,1,24,"All","All",36,9
"Punjab Kings","Hardus Viljoen","Mumbai Indians",74,2,48,"All","All",37,9.25
"Punjab Kings","Hardus Viljoen","Royal Challengers Bangalore",51,1,24,"All","All",51,12.75
"Punjab Kings","Harmeet Singh","Delhi Capitals",46,3,42,"All","All",15.3333333333333,6.57142857142857
"Punjab Kings","Harmeet Singh","Kolkata Knight Riders",77,2,56,"All","All",38.5,8.25
"Punjab Kings","Harmeet Singh","Pune Warriors",47,5,38,"All","All",9.4,7.42105263157895
"Punjab Kings","Harmeet Singh","Rajasthan Royals",23,1,18,"All","All",23,7.66666666666667
"Punjab Kings","Harmeet Singh","Royal Challengers Bangalore",46,0,24,"All","All",Inf,11.5
"Punjab Kings","Harmeet Singh","Sunrisers Hyderabad",39,1,24,"All","All",39,9.75
"Punjab Kings","Harpreet Brar","Chennai Super Kings",87,0,66,"All","All",Inf,7.90909090909091
"Punjab Kings","Harpreet Brar","Delhi Capitals",72,1,48,"All","All",72,9
"Punjab Kings","Harpreet Brar","Kolkata Knight Riders",20,0,12,"All","All",Inf,10
"Punjab Kings","Harpreet Brar","Mumbai Indians",11,0,6,"All","All",Inf,11
"Punjab Kings","Harpreet Brar","Rajasthan Royals",17,1,18,"All","All",17,5.66666666666667
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore",116,4,90,"All","All",29,7.73333333333333
"Punjab Kings","Harpreet Brar","Sunrisers Hyderabad",51,3,48,"All","All",17,6.375
"Punjab Kings","Irfan Pathan","Chennai Super Kings",240,7,160,"All","All",34.2857142857143,9
"Punjab Kings","Irfan Pathan","Deccan Chargers",152,6,102,"All","All",25.3333333333333,8.94117647058824
"Punjab Kings","Irfan Pathan","Delhi Capitals",121,8,111,"All","All",15.125,6.54054054054054
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders",196,5,136,"All","All",39.2,8.64705882352941
"Punjab Kings","Irfan Pathan","Mumbai Indians",139,8,134,"All","All",17.375,6.22388059701493
"Punjab Kings","Irfan Pathan","Rajasthan Royals",159,5,126,"All","All",31.8,7.57142857142857
"Punjab Kings","Irfan Pathan","Royal Challengers Bangalore",159,8,129,"All","All",19.875,7.3953488372093
"Punjab Kings","Ishan Porel","Rajasthan Royals",39,1,24,"All","All",39,9.75
"Punjab Kings","Ishant Sharma","Kolkata Knight Riders",16,0,12,"All","All",Inf,8
"Punjab Kings","Ishant Sharma","Mumbai Indians",87,0,42,"All","All",Inf,12.4285714285714
"Punjab Kings","Ishant Sharma","Sunrisers Hyderabad",64,0,48,"All","All",Inf,8
"Punjab Kings","Jalaj Saxena","Delhi Capitals",27,0,18,"All","All",Inf,9
"Punjab Kings","James Faulkner","Pune Warriors",31,1,24,"All","All",31,7.75
"Punjab Kings","James Faulkner","Rajasthan Royals",41,2,24,"All","All",20.5,10.25
"Punjab Kings","James Hopes","Chennai Super Kings",109,1,60,"All","All",109,10.9
"Punjab Kings","James Hopes","Delhi Capitals",2,2,6,"All","All",1,2
"Punjab Kings","James Hopes","Kolkata Knight Riders",58,1,30,"All","All",58,11.6
"Punjab Kings","James Hopes","Mumbai Indians",13,0,12,"All","All",Inf,6.5
"Punjab Kings","James Hopes","Rajasthan Royals",62,3,42,"All","All",20.6666666666667,8.85714285714286
"Punjab Kings","James Hopes","Royal Challengers Bangalore",32,0,18,"All","All",Inf,10.6666666666667
"Punjab Kings","James Neesham","Chennai Super Kings",26,0,18,"All","All",Inf,8.66666666666667
"Punjab Kings","James Neesham","Delhi Capitals",17,1,12,"All","All",17,8.5
"Punjab Kings","James Neesham","Mumbai Indians",52,0,24,"All","All",Inf,13
"Punjab Kings","James Neesham","Rajasthan Royals",40,1,24,"All","All",40,10
"Punjab Kings","James Neesham","Royal Challengers Bangalore",13,0,12,"All","All",Inf,6.5
"Punjab Kings","Jhye Richardson","Chennai Super Kings",21,0,18,"All","All",Inf,7
"Punjab Kings","Jhye Richardson","Delhi Capitals",41,2,24,"All","All",20.5,10.25
"Punjab Kings","Jhye Richardson","Rajasthan Royals",55,1,24,"All","All",55,13.75
"Punjab Kings","KC Cariappa","Delhi Capitals",60,2,42,"All","All",30,8.57142857142857
"Punjab Kings","KC Cariappa","Gujarat Lions",39,2,42,"All","All",19.5,5.57142857142857
"Punjab Kings","KC Cariappa","Mumbai Indians",36,0,24,"All","All",Inf,9
"Punjab Kings","KC Cariappa","Royal Challengers Bangalore",71,2,36,"All","All",35.5,11.8333333333333
"Punjab Kings","KC Cariappa","Sunrisers Hyderabad",80,1,48,"All","All",80,10
"Punjab Kings","Kagiso Rabada","Chennai Super Kings",51,3,42,"All","All",17,7.28571428571428
"Punjab Kings","Kagiso Rabada","Delhi Capitals",59,1,36,"All","All",59,9.83333333333333
"Punjab Kings","Kagiso Rabada","Gujarat Titans",68,6,48,"All","All",11.3333333333333,8.5
"Punjab Kings","Kagiso Rabada","Kolkata Knight Riders",23,1,18,"All","All",23,7.66666666666667
"Punjab Kings","Kagiso Rabada","Lucknow Super Giants",38,4,24,"All","All",9.5,9.5
"Punjab Kings","Kagiso Rabada","Mumbai Indians",29,2,24,"All","All",14.5,7.25
"Punjab Kings","Kagiso Rabada","Rajasthan Royals",50,1,24,"All","All",50,12.5
"Punjab Kings","Kagiso Rabada","Royal Challengers Bangalore",21,3,24,"All","All",7,5.25
"Punjab Kings","Kagiso Rabada","Sunrisers Hyderabad",67,2,48,"All","All",33.5,8.375
"Punjab Kings","Karan Goel","Chennai Super Kings",48,0,30,"All","All",Inf,9.6
"Punjab Kings","Karan Goel","Mumbai Indians",34,0,30,"All","All",Inf,6.8
"Punjab Kings","Karan Goel","Rajasthan Royals",11,0,6,"All","All",Inf,11
"Punjab Kings","Karanveer Singh","Chennai Super Kings",75,0,48,"All","All",Inf,9.375
"Punjab Kings","Karanveer Singh","Delhi Capitals",22,2,24,"All","All",11,5.5
"Punjab Kings","Karanveer Singh","Kolkata Knight Riders",94,7,48,"All","All",13.4285714285714,11.75
"Punjab Kings","Karanveer Singh","Mumbai Indians",30,1,24,"All","All",30,7.5
"Punjab Kings","Karanveer Singh","Rajasthan Royals",59,2,48,"All","All",29.5,7.375
"Punjab Kings","Karanveer Singh","Royal Challengers Bangalore",41,0,12,"All","All",Inf,20.5
"Punjab Kings","Krishnappa Gowtham","Delhi Capitals",39,0,24,"All","All",Inf,9.75
"Punjab Kings","Krishnappa Gowtham","Mumbai Indians",45,1,24,"All","All",45,11.25
"Punjab Kings","Kyle Abbott","Kolkata Knight Riders",32,0,18,"All","All",Inf,10.6666666666667
"Punjab Kings","Kyle Abbott","Rising Pune Supergiants",63,1,42,"All","All",63,9
"Punjab Kings","Kyle Abbott","Royal Challengers Bangalore",48,1,18,"All","All",48,16
"Punjab Kings","Kyle Abbott","Sunrisers Hyderabad",34,0,18,"All","All",Inf,11.3333333333333
"Punjab Kings","Lakshmipathy Balaji","Chennai Super Kings",43,2,24,"All","All",21.5,10.75
"Punjab Kings","Lakshmipathy Balaji","Kolkata Knight Riders",62,1,42,"All","All",62,8.85714285714286
"Punjab Kings","Lakshmipathy Balaji","Mumbai Indians",38,1,24,"All","All",38,9.5
"Punjab Kings","Lakshmipathy Balaji","Rajasthan Royals",83,1,48,"All","All",83,10.375
"Punjab Kings","Lakshmipathy Balaji","Royal Challengers Bangalore",60,3,42,"All","All",20,8.57142857142857
"Punjab Kings","Lakshmipathy Balaji","Sunrisers Hyderabad",13,4,24,"All","All",3.25,3.25
"Punjab Kings","Liam Livingstone","Chennai Super Kings",37,2,24,"All","All",18.5,9.25
"Punjab Kings","Liam Livingstone","Delhi Capitals",27,3,24,"All","All",9,6.75
"Punjab Kings","Liam Livingstone","Gujarat Titans",27,1,21,"All","All",27,7.71428571428572
"Punjab Kings","Liam Livingstone","Kolkata Knight Riders",13,0,3,"All","All",Inf,26
"Punjab Kings","Liam Livingstone","Lucknow Super Giants",23,0,12,"All","All",Inf,11.5
"Punjab Kings","Liam Livingstone","Mumbai Indians",11,0,6,"All","All",Inf,11
"Punjab Kings","Liam Livingstone","Rajasthan Royals",6,0,6,"All","All",Inf,6
"Punjab Kings","Liam Livingstone","Royal Challengers Bangalore",14,0,6,"All","All",Inf,14
"Punjab Kings","Liam Livingstone","Sunrisers Hyderabad",44,0,36,"All","All",Inf,7.33333333333333
"Punjab Kings","Love Ablish","Delhi Capitals",19,1,12,"All","All",19,9.5
"Punjab Kings","Love Ablish","Mumbai Indians",17,2,12,"All","All",8.5,8.5
"Punjab Kings","Love Ablish","Royal Challengers Bangalore",39,0,18,"All","All",Inf,13
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders",18,0,6,"All","All",Inf,18
"Punjab Kings","Mandeep Singh","Rajasthan Royals",8,0,6,"All","All",Inf,8
"Punjab Kings","Manoj Tiwary","Sunrisers Hyderabad",10,0,6,"All","All",Inf,10
"Punjab Kings","Manpreet Gony","Chennai Super Kings",29,0,12,"All","All",Inf,14.5
"Punjab Kings","Manpreet Gony","Kolkata Knight Riders",18,1,24,"All","All",18,4.5
"Punjab Kings","Manpreet Gony","Mumbai Indians",43,1,24,"All","All",43,10.75
"Punjab Kings","Manpreet Gony","Pune Warriors",32,1,24,"All","All",32,8
"Punjab Kings","Manpreet Gony","Rajasthan Royals",22,0,12,"All","All",Inf,11
"Punjab Kings","Manpreet Gony","Royal Challengers Bangalore",88,2,48,"All","All",44,11
"Punjab Kings","Manpreet Gony","Sunrisers Hyderabad",24,2,24,"All","All",12,6
"Punjab Kings","Marcus Stoinis","Delhi Capitals",47,3,30,"All","All",15.6666666666667,9.4
"Punjab Kings","Marcus Stoinis","Gujarat Lions",62,1,42,"All","All",62,8.85714285714286
"Punjab Kings","Marcus Stoinis","Kolkata Knight Riders",40,0,27,"All","All",Inf,8.88888888888889
"Punjab Kings","Marcus Stoinis","Mumbai Indians",123,7,72,"All","All",17.5714285714286,10.25
"Punjab Kings","Marcus Stoinis","Rajasthan Royals",21,1,18,"All","All",21,7
"Punjab Kings","Marcus Stoinis","Rising Pune Supergiants",28,1,18,"All","All",28,9.33333333333333
"Punjab Kings","Marcus Stoinis","Royal Challengers Bangalore",75,0,42,"All","All",Inf,10.7142857142857
"Punjab Kings","Marcus Stoinis","Sunrisers Hyderabad",28,0,18,"All","All",Inf,9.33333333333333
"Punjab Kings","Matt Henry","Kolkata Knight Riders",31,1,18,"All","All",31,10.3333333333333
"Punjab Kings","Matt Henry","Mumbai Indians",40,0,12,"All","All",Inf,20
"Punjab Kings","Michael Neser","Royal Challengers Bangalore",62,0,24,"All","All",Inf,15.5
"Punjab Kings","Mitchell Johnson","Chennai Super Kings",168,3,96,"All","All",56,10.5
"Punjab Kings","Mitchell Johnson","Delhi Capitals",97,2,61,"All","All",48.5,9.54098360655738
"Punjab Kings","Mitchell Johnson","Gujarat Lions",35,1,24,"All","All",35,8.75
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders",168,7,109,"All","All",24,9.24770642201835
"Punjab Kings","Mitchell Johnson","Mumbai Indians",144,4,96,"All","All",36,9
"Punjab Kings","Mitchell Johnson","Rajasthan Royals",96,4,72,"All","All",24,8
"Punjab Kings","Mitchell Johnson","Royal Challengers Bangalore",87,3,72,"All","All",29,7.25
"Punjab Kings","Mitchell Johnson","Sunrisers Hyderabad",91,4,72,"All","All",22.75,7.58333333333333
"Punjab Kings","Mohammed Shami","Chennai Super Kings",165,5,136,"All","All",33,7.27941176470588
"Punjab Kings","Mohammed Shami","Delhi Capitals",181,8,138,"All","All",22.625,7.8695652173913
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders",172,8,138,"All","All",21.5,7.47826086956522
"Punjab Kings","Mohammed Shami","Mumbai Indians",192,11,144,"All","All",17.4545454545455,8
"Punjab Kings","Mohammed Shami","Rajasthan Royals",222,10,138,"All","All",22.2,9.65217391304348
"Punjab Kings","Mohammed Shami","Royal Challengers Bangalore",222,9,136,"All","All",24.6666666666667,9.79411764705882
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad",170,7,132,"All","All",24.2857142857143,7.72727272727273
"Punjab Kings","Mohit Sharma","Chennai Super Kings",75,2,43,"All","All",37.5,10.4651162790698
"Punjab Kings","Mohit Sharma","Delhi Capitals",103,4,91,"All","All",25.75,6.79120879120879
"Punjab Kings","Mohit Sharma","Gujarat Lions",116,4,88,"All","All",29,7.90909090909091
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders",162,3,103,"All","All",54,9.43689320388349
"Punjab Kings","Mohit Sharma","Mumbai Indians",184,8,105,"All","All",23,10.5142857142857
"Punjab Kings","Mohit Sharma","Rajasthan Royals",29,0,18,"All","All",Inf,9.66666666666667
"Punjab Kings","Mohit Sharma","Rising Pune Supergiants",114,4,84,"All","All",28.5,8.14285714285714
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore",197,2,111,"All","All",98.5,10.6486486486486
"Punjab Kings","Mohit Sharma","Sunrisers Hyderabad",170,6,106,"All","All",28.3333333333333,9.62264150943396
"Punjab Kings","Moises Henriques","Chennai Super Kings",9,0,6,"All","All",Inf,9
"Punjab Kings","Moises Henriques","Kolkata Knight Riders",5,1,6,"All","All",5,5
"Punjab Kings","Moises Henriques","Mumbai Indians",12,0,18,"All","All",Inf,4
"Punjab Kings","Moises Henriques","Royal Challengers Bangalore",12,3,24,"All","All",4,3
"Punjab Kings","Moises Henriques","Sunrisers Hyderabad",7,0,6,"All","All",Inf,7
"Punjab Kings","Mujeeb Ur Rahman","Chennai Super Kings",18,0,18,"All","All",Inf,6
"Punjab Kings","Mujeeb Ur Rahman","Delhi Capitals",89,4,72,"All","All",22.25,7.41666666666667
"Punjab Kings","Mujeeb Ur Rahman","Kolkata Knight Riders",104,1,62,"All","All",104,10.0645161290323
"Punjab Kings","Mujeeb Ur Rahman","Mumbai Indians",37,2,24,"All","All",18.5,9.25
"Punjab Kings","Mujeeb Ur Rahman","Rajasthan Royals",103,7,90,"All","All",14.7142857142857,6.86666666666667
"Punjab Kings","Mujeeb Ur Rahman","Royal Challengers Bangalore",29,1,24,"All","All",29,7.25
"Punjab Kings","Mujeeb Ur Rahman","Sunrisers Hyderabad",183,2,120,"All","All",91.5,9.15
"Punjab Kings","Murali Kartik","Chennai Super Kings",40,0,24,"All","All",Inf,10
"Punjab Kings","Murali Kartik","Rajasthan Royals",51,1,24,"All","All",51,12.75
"Punjab Kings","Murali Vijay","Mumbai Indians",12,0,6,"All","All",Inf,12
"Punjab Kings","Murali Vijay","Sunrisers Hyderabad",24,0,24,"All","All",Inf,6
"Punjab Kings","Murugan Ashwin","Chennai Super Kings",105,1,84,"All","All",105,7.5
"Punjab Kings","Murugan Ashwin","Delhi Capitals",72,1,54,"All","All",72,8
"Punjab Kings","Murugan Ashwin","Kolkata Knight Riders",51,1,36,"All","All",51,8.5
"Punjab Kings","Murugan Ashwin","Mumbai Indians",53,2,42,"All","All",26.5,7.57142857142857
"Punjab Kings","Murugan Ashwin","Rajasthan Royals",126,3,81,"All","All",42,9.33333333333333
"Punjab Kings","Murugan Ashwin","Royal Challengers Bangalore",99,6,90,"All","All",16.5,6.6
"Punjab Kings","Murugan Ashwin","Sunrisers Hyderabad",81,2,72,"All","All",40.5,6.75
"Punjab Kings","Nathan Ellis","Delhi Capitals",15,0,12,"All","All",Inf,7.5
"Punjab Kings","Nathan Ellis","Kolkata Knight Riders",46,0,24,"All","All",Inf,11.5
"Punjab Kings","Nathan Ellis","Mumbai Indians",12,1,18,"All","All",12,4
"Punjab Kings","Nathan Ellis","Sunrisers Hyderabad",72,3,48,"All","All",24,9
"Punjab Kings","Nathan Rimmington","Pune Warriors",19,0,18,"All","All",Inf,6.33333333333333
"Punjab Kings","Odean Smith","Chennai Super Kings",14,1,12,"All","All",14,7
"Punjab Kings","Odean Smith","Gujarat Titans",35,0,18,"All","All",Inf,11.6666666666667
"Punjab Kings","Odean Smith","Kolkata Knight Riders",39,1,12,"All","All",39,19.5
"Punjab Kings","Odean Smith","Mumbai Indians",30,4,18,"All","All",7.5,10
"Punjab Kings","Odean Smith","Royal Challengers Bangalore",52,0,24,"All","All",Inf,13
"Punjab Kings","Odean Smith","Sunrisers Hyderabad",8,0,6,"All","All",Inf,8
"Punjab Kings","Pardeep Sahu","Delhi Capitals",27,0,15,"All","All",Inf,10.8
"Punjab Kings","Pardeep Sahu","Gujarat Lions",35,1,24,"All","All",35,8.75
"Punjab Kings","Pardeep Sahu","Kolkata Knight Riders",18,2,24,"All","All",9,4.5
"Punjab Kings","Pardeep Sahu","Mumbai Indians",35,0,18,"All","All",Inf,11.6666666666667
"Punjab Kings","Pardeep Sahu","Rising Pune Supergiants",31,0,24,"All","All",Inf,7.75
"Punjab Kings","Parvinder Awana","Chennai Super Kings",189,7,126,"All","All",27,9
"Punjab Kings","Parvinder Awana","Deccan Chargers",68,3,48,"All","All",22.6666666666667,8.5
"Punjab Kings","Parvinder Awana","Delhi Capitals",124,7,108,"All","All",17.7142857142857,6.88888888888889
"Punjab Kings","Parvinder Awana","Kolkata Knight Riders",135,3,81,"All","All",45,10
"Punjab Kings","Parvinder Awana","Mumbai Indians",107,6,96,"All","All",17.8333333333333,6.6875
"Punjab Kings","Parvinder Awana","Pune Warriors",72,2,72,"All","All",36,6
"Punjab Kings","Parvinder Awana","Rajasthan Royals",148,2,96,"All","All",74,9.25
"Punjab Kings","Parvinder Awana","Royal Challengers Bangalore",149,8,96,"All","All",18.625,9.3125
"Punjab Kings","Parvinder Awana","Sunrisers Hyderabad",35,1,24,"All","All",35,8.75
"Punjab Kings","Paul Valthaty","Deccan Chargers",53,5,48,"All","All",10.6,6.625
"Punjab Kings","Paul Valthaty","Delhi Capitals",47,1,30,"All","All",47,9.4
